Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
6,187,ATL,Casey Washington,WR,23,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,14,0,,,,Illinois,College Stats
6,188,HOU,Jamal Hill,LB,23,2024,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Oregon,College Stats
6,189,DET,Mekhi Wingo,DT,21,2024,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats
6,190,PHI,Dylan McMahon,OL,23,2024,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats
6,191,ARI,Tejhaun Palmer,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,Ala-Birmingham,College Stats
6,192,SEA,D.J. James,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
6,193,NWE,Joe Milton,QB,24,2024,0,0,0,1,1,1,22,29,241,1,0,10,16,1,0,0,0,,,,Tennessee,College Stats
6,194,CIN,Tanner McLachlan,TE,25,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,College Stats
6,195,PIT,Ryan Watts,SAF,22,,0,0,0,,,,,,,,,,,,,,,,,,Texas,College Stats
6,196,LAR,Tyler Davis,DT,23,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,0.5,Clemson,College Stats
6,197,ATL,Zion Logue,DL,23,2024,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,Georgia,College Stats
6,198,MIA,Patrick McMorris,DB,22,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,California,College Stats
6,199,NOR,Khristian Boyd,DL,24,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,,,Northern Iowa,
6,200,CAR,Jaden Crumedy,DT,24,2024,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,Mississippi St.,College Stats
6,201,IND,Micah Abraham,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Marshall,College Stats
6,202,GNB,Travis Glover,OT,24,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia St.,College Stats
6,203,MIN,Will Reichard,K,23,2024,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
6,204,BUF,Tylan Grable,OL,24,2024,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,Central Florida,College Stats
6,205,HOU,Jawhar Jordan,RB,25,,0,0,0,,,,,,,,,,,,,,,,,,Louisville,College Stats
6,206,CLE,Nathaniel Watson,LB,24,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,10,,,Mississippi St.,College Stats
6,207,SEA,Michael Jerrell,OT,25,2024,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,,,,Findlay,
6,208,LVR,Dylan Laube,RB,24,2024,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,,,New Hampshire,
6,209,LAR,Joshua Karty,K,22,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
6,210,DET,Christian Mahogany,OL,23,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,College Stats
6,211,KAN,Kamal Hadden,DB,23,2024,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats
6,212,JAX,Cam Little,K,21,2024,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
6,213,LAR,Jordan Whittington,WR,23,2024,0,0,0,3,3,15,0,0,0,0,0,2,12,0,22,293,0,4,,,Texas,College Stats
6,214,CIN,Cedric Johnson,DE,22,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,Mississippi,College Stats
6,215,SFO,Jarrett Kingston,OL,24,2024,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
6,216,DAL,Ryan Flournoy,WR,24,2024,0,0,0,1,1,11,0,0,0,0,0,0,0,0,10,102,0,2,,,SE Missouri St.,
6,217,LAR,Beaux Limmer,OL,23,2024,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
6,218,BAL,Devin Leary,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky,College Stats
6,219,BUF,Daequan Hardy,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
6,220,TAM,Elijah Klein,OG,24,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,,,,Texas-El Paso,College Stats
7,221,BUF,Travis Clayton,OT,23,,0,0,0,,,,,,,,,,,,,,,,,,,
7,222,WAS,Javontae Jean-Baptiste,DL,24,2024,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,Notre Dame,College Stats
7,223,LVR,Trey Taylor,FS,23,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Air Force,College Stats
7,224,CIN,Daijahn Anthony,SAF,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,2,,,Mississippi,College Stats
7,225,LAC,Brenden Rice,WR,22,2024,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
7,226,ARI,Jaden Davis,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),College Stats
7,227,CLE,Myles Harden,DB,22,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,,,South Dakota,
7,228,BAL,Nick Samac,C,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.,College Stats
7,229,LVR,M.J. Devonshire,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats
7,230,MIN,Michael Jurgens,OL,24,2024,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Wake Forest,College Stats
7,231,NWE,Jaheim Bell,TE,23,2024,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,20,0,1,,,Florida St.,College Stats
7,232,MIN,Levi Drake Rodriguez,DT,24,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas A&M-Commerce,
7,233,DAL,Nathan Thomas,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana,College Stats
7,234,IND,Jonah Laulu,DL,24,2024,0,0,0,4,,17,0,0,0,0,0,0,0,0,0,0,0,15,,1.0,Oklahoma,College Stats
7,235,DEN,Devaughn Vele,WR,26,2024,0,0,0,4,4,13,0,0,0,0,0,0,0,0,41,475,3,,,,Utah,College Stats
7,236,JAX,Myles Cole,OLB,24,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,,Texas Tech,College Stats
7,237,CIN,Matt Lee,C,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats
7,238,HOU,Solomon Byrd,DE,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,USC,College Stats
7,239,NOR,Josiah Ezirim,OT,23,,0,0,0,,,,,,,,,,,,,,,,,,Eastern Kentucky,
7,240,CAR,Michael Barrett,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats
7,241,MIA,Tahj Washington,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,USC,College Stats
7,242,TEN,James Williams,SAF,21,2024,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,17,,,Miami (FL),College Stats
7,243,CLE,Jowon Briggs,DE,23,2024,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Cincinnati,College Stats
7,244,DAL,Justin Rogers,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
7,245,GNB,Michael Pratt,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,Tulane,College Stats
7,246,TAM,Devin Culp,TE,24,2024,0,0,0,1,1,5,0,0,0,0,0,0,0,0,5,88,0,,,,Washington,College Stats
7,247,HOU,Marcus Harris,DL,23,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
7,248,KAN,C.J. Hanson,OG,23,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Holy Cross,
7,249,HOU,LaDarius Henderson,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats
7,250,BAL,Sanoussi Kane,SAF,22,2024,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,5,,,Purdue,College Stats
7,251,SFO,Tatum Bethune,LB,23,2024,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida St.,College Stats
7,252,TEN,Jaylen Harrell,DE,22,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,8,,,Michigan,College Stats
7,253,LAC,Cornelius Johnson,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats
7,254,LAR,KT Leveston,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.,College Stats
7,255,GNB,Kalen King,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
7,256,DEN,Nick Gargiulo,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina,College Stats
7,257,NYJ,Jaylen Key,SAF,24,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
